bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,price
4,3.75,4980,18069,2,0,3,3,11,4980,0,2006,0,98065,1.21E+06
4,1.75,2360,8116,1,0,0,4,7,1180,1180,1916,1970,98133,397950
3,1.75,1600,7711,1,0,0,3,7,1600,0,1999,0,98002,268000
3,1,1450,4000,1,0,1,4,8,950,500,1948,0,98118,525000
3,2.5,2680,5860,2,0,0,3,8,2680,0,2001,0,98011,549950
3,1.75,1150,6600,1.5,0,0,4,6,1150,0,1970,0,98033,370000
4,2.25,1870,6693,2,0,0,3,7,1870,0,1996,0,98003,299000
6,2.75,3400,5000,2,0,2,3,8,2860,540,1977,0,98107,715000
4,1.5,1810,7200,1,0,0,3,7,1810,0,1966,0,98034,430000
3,1.75,1860,7191,1,0,0,4,7,1260,600,1975,0,98058,345000
3,3.25,3790,19000,2,0,4,3,10,3790,0,1985,0,98177,1.60E+06
3,2.5,2130,3500,1,0,0,4,8,1210,920,1994,0,98072,534640
3,2.5,2860,4500,2,0,2,3,8,1980,880,1915,0,98119,1.23E+06
4,2.5,2370,7274,2,0,0,3,7,2370,0,1997,0,98031,351000
4,2.25,2290,10409,2,0,0,3,8,2290,0,1972,0,98005,745000
2,1,1120,5329,1,0,1,3,6,750,370,1929,0,98126,320000
3,2,1810,12420,1,0,0,4,7,1810,0,1957,0,98008,555700
4,2.5,3220,35400,2,0,0,3,9,3220,0,1991,0,98072,690000
3,1.75,1660,9697,1,0,0,4,7,1660,0,1952,0,98155,449000
2,1,850,6174,1,0,0,4,7,850,0,1950,0,98155,308500
4,2.5,2665,5868,2,0,0,3,9,2665,0,2006,0,98030,340000
4,2.75,2580,3560,1.5,0,0,5,7,1710,870,1917,0,98115,937750
4,2.5,3200,12369,2,0,0,3,10,3200,0,1998,0,98059,725126
3,1,840,3000,1,0,0,3,5,840,0,1943,0,98178,135000
4,2.5,2970,7961,1,0,0,3,8,2020,950,1969,0,98125,635000
2,1,790,7500,1,0,0,3,6,790,0,1950,0,98011,245500
6,1.5,2140,36509,1.5,0,0,4,8,2140,0,1903,1979,98001,230000
3,2.5,2580,14603,1,0,2,4,9,2580,0,1951,0,98004,1.77E+06
5,2.5,2180,7875,1,0,0,4,7,1200,980,1955,0,98133,425000
2,1,1060,10423,1.5,0,0,3,7,1060,0,1965,0,98125,220000
3,2,1860,9100,1.5,0,0,3,8,1860,0,1939,2006,98155,370000
3,2,1840,16815,1,0,0,5,7,960,880,1972,0,98059,390000
3,1.75,1340,16480,1,0,0,4,7,1340,0,1968,0,98042,239000
4,2.25,2320,7350,2,0,0,3,8,2320,0,1973,0,98058,345000
3,2.5,2110,8304,1,0,0,4,7,2110,0,1985,0,98030,289000
5,1.5,1840,8050,1.5,0,0,4,7,1840,0,1962,0,98198,285000
3,2,1080,9225,1,0,0,2,7,1080,0,1955,0,98146,147400
2,1,1290,4636,1,0,0,3,7,1290,0,1924,0,98112,600000
3,2.25,2210,10794,1,0,0,3,7,1540,670,1967,0,98178,245000
3,2.25,2210,10794,1,0,0,3,7,1540,670,1967,0,98178,520000
3,2.25,1410,14110,1,0,2,3,7,1170,240,1987,0,98065,352500
5,3.5,3740,24684,2,0,0,3,9,2760,980,1998,0,98038,448000
4,2.75,2440,7150,1,0,0,3,7,1200,1240,1963,1985,98032,270000
3,2.5,2040,6000,1,0,0,3,8,1840,200,1951,0,98109,872500
4,3.25,3840,6214,1.5,0,3,4,10,2590,1250,1939,0,98199,2.15E+06
3,1.5,1660,7221,1,0,0,3,7,980,680,1962,0,98168,225000
4,2,1640,6000,1.5,0,0,4,9,1640,0,1911,0,98119,735000
3,1,1310,8400,1,0,0,3,7,1310,0,1972,1989,98034,375000
3,1.75,1720,9775,1,0,0,3,8,1720,0,1978,0,98032,169000
3,1.75,1720,9775,1,0,0,3,8,1720,0,1978,0,98032,279950
4,2.75,4020,18745,2,0,4,4,10,2830,1190,1989,0,98004,1.95E+06
3,2.25,1960,2345,2,0,0,3,7,1750,210,2003,0,98118,310000
4,2.5,3240,35083,2,0,0,4,9,3240,0,1978,0,98005,975000
10,2,3610,11914,2,0,0,4,7,3010,600,1958,0,98006,650000
2,1.5,1800,4500,1,0,2,3,7,1000,800,1942,0,98109,930000
4,1.5,1960,5000,1,0,0,3,7,980,980,1912,0,98106,412000
3,1,1250,10200,1,0,0,3,6,1250,0,1965,0,98178,225000
3,2.5,2120,7201,2,0,0,3,8,2120,0,2003,0,98133,507000
4,4,3860,67953,2,0,2,4,12,3860,0,1927,0,98177,1.76E+06
3,2.5,1340,3011,2,0,0,3,7,1340,0,1995,0,98038,230000
1,2,1780,188465,2,0,0,3,10,1780,0,2001,0,98045,316000
5,3.25,3920,4832,2,0,0,3,9,3030,890,2014,0,98065,616200
3,1.75,1690,53578,1,0,0,3,8,1690,0,1984,0,98053,509900
4,2.5,2570,7753,2,0,0,3,8,2570,0,1987,0,98058,370000
3,1.75,1870,7030,1,0,0,3,7,1870,0,1977,0,98033,619100
3,2.25,2860,11250,1,0,1,5,8,2290,570,1956,0,98166,805000
2,1.5,1670,6000,1,0,0,3,7,1090,580,1950,0,98119,612125
2,1.5,1070,937,3,0,0,3,8,1070,0,2003,0,98115,350000
2,1,940,15000,1,0,0,3,7,940,0,1960,0,98055,225000
3,2.5,2588,5701,2,0,0,3,8,2588,0,2008,0,98042,335000
5,3.25,3500,10457,2,0,0,3,11,3500,0,2001,0,98059,972800
3,1.75,1690,48096,1,0,0,3,7,1690,0,1973,0,98053,500000
4,3.75,3790,7200,2,0,0,3,10,2530,1260,1931,0,98112,2.20E+06
3,1.5,1090,8400,1,0,0,4,7,1090,0,1966,0,98008,415000
3,3,2240,10479,2,0,0,4,7,1710,530,1950,0,98106,399000
2,1,1150,4000,1,0,0,3,7,1150,0,1947,0,98199,376000
3,2,1870,3378,1,0,0,3,7,1120,750,1913,0,98136,340000
5,2.75,2990,7200,2,0,0,3,8,2990,0,1997,0,98059,490000
4,2.5,2580,6260,2,0,0,3,7,2580,0,2004,0,98056,374000
4,1,2220,3588,1.5,0,0,4,7,1470,750,1927,0,98115,852000
3,2.25,1620,12309,2,0,0,3,7,1620,0,1987,0,98074,473000
3,1.75,2590,25992,1,0,0,3,8,1970,620,1968,0,98029,540000
2,2,1390,12530,1,0,0,3,8,970,420,1959,0,98155,431000
4,3,2270,7245,1,0,0,3,7,1410,860,1979,0,98155,435000
4,3,2920,33976,1,0,3,5,8,1460,1460,1964,0,98008,1.05E+06
3,2.75,1250,892,2,0,0,3,8,1040,210,2010,0,98116,450000
3,1,1100,27008,1,0,0,3,6,960,140,1935,0,98178,157500
3,1.75,1500,7475,1,0,0,4,8,1500,0,1976,0,98023,244000
3,2.5,2800,10603,2,0,0,3,9,2800,0,2001,0,98011,550000
4,2.5,3420,183387,2,0,0,3,10,3420,0,2000,0,98053,975000
4,2.75,2100,88426,1,0,0,3,6,2100,0,1990,0,98038,426500
3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,350000
3,1,1790,3876,1.5,0,0,5,7,1090,700,1904,0,98144,615000
3,2.25,2220,12056,2,0,0,3,8,2220,0,1985,0,98052,542000
4,1.75,2000,6000,1,0,3,5,7,1000,1000,1956,0,98109,710000
3,2.5,1770,9450,1,0,0,3,8,1770,0,1988,0,98001,289950
4,2.75,4280,12668,2,0,0,3,9,3900,380,1947,2008,98004,1.90E+06
2,1,1260,5100,1.5,0,0,4,7,1120,140,1925,0,98117,528000
2,1,840,5100,1,0,0,4,7,840,0,1949,0,98117,471000
4,2.75,1830,6643,2,0,0,3,8,1830,0,2001,0,98001,250000
3,1.5,970,8400,1,0,0,3,7,970,0,1966,0,98003,155000
4,1.5,1740,8160,1.5,0,0,4,7,1400,340,1946,0,98177,515000
3,2.25,1654,8464,2,0,0,3,7,1654,0,1995,0,98038,336600
3,2.25,2390,2750,2,0,0,5,8,1580,810,1925,0,98109,915000
2,1.75,1080,7242,2,0,0,4,7,1080,0,1984,0,98034,350000
4,1.75,2610,21600,1,0,0,4,8,2610,0,1966,0,98004,1.30E+06
3,1,1070,6164,1,0,0,3,7,1070,0,1967,0,98001,175000
2,2,1430,3880,1,0,0,4,7,1430,0,1949,0,98117,545000
4,3,2400,5400,2,0,2,4,7,1600,800,1965,0,98178,475000
2,1,670,11505,1,0,0,3,5,670,0,2003,0,98059,390000
4,2.5,2860,14000,2,0,0,3,8,2860,0,1995,0,98019,645000
3,1.5,2270,8187,1,0,0,4,8,1420,850,1954,0,98155,410000
4,2.5,2180,9861,2,0,2,3,8,2180,0,1997,0,98045,480000
3,1.75,1860,6000,2,0,2,4,8,1860,0,1959,0,98144,725000
6,4.5,6040,219542,2,0,0,3,11,4100,1940,1996,0,98029,1.15E+06
2,1,1010,11919,1,0,0,3,6,1010,0,1947,0,98155,300000
4,2.5,2570,8178,1,0,2,3,8,1710,860,1961,0,98118,752000
4,2.5,1950,3720,2,0,0,3,8,1950,0,2004,0,98029,585000
3,1.75,1970,10548,1,0,0,4,8,1300,670,1973,0,98033,678700
4,2.25,2110,11155,2,0,0,3,9,2110,0,1975,0,98074,603000
3,1.75,1650,7276,1.5,0,4,4,7,1150,500,1928,0,98117,715000
4,3,3520,128502,2,0,2,4,10,3520,0,1981,0,98072,1.40E+06
3,2.5,2840,7500,2,0,3,3,11,2840,0,1997,0,98034,1.09E+06
2,1.75,1490,4800,1,0,0,4,7,750,740,1918,0,98136,467500
3,2.25,1650,7218,1,0,0,3,7,1230,420,1985,0,98133,359000
4,2,1960,4520,1,0,0,3,8,960,1000,1922,2001,98116,745000
3,2.25,2450,42180,1,0,0,4,7,2450,0,1978,2000,98042,450000
3,2,1720,2000,1.5,0,0,3,8,1060,660,1910,2000,98109,935000
3,2.5,1980,3128,2,0,0,3,8,1890,90,2009,0,98027,615000
3,2.5,4110,35741,2,0,0,3,7,4110,0,1976,0,98033,1.03E+06
4,2.5,1990,5577,2,0,0,3,7,1990,0,1999,0,98092,283500
2,1,860,7102,1,0,0,3,6,860,0,1947,0,98177,340000
4,2.5,2320,9264,2,0,0,3,8,2320,0,1994,0,98188,370000
3,2.5,4190,9624,2,0,0,3,10,4190,0,1999,0,98006,1.15E+06
4,1,1940,9533,1,0,0,3,7,1080,860,1962,0,98031,265000
4,2.25,2520,2370,2,0,0,3,8,1690,830,1908,0,98122,480000
3,2,1880,3800,1,0,0,5,7,1030,850,1927,0,98115,667500
3,2.5,2910,10044,2,0,0,4,10,2910,0,1989,0,98004,1.40E+06
7,4.75,5310,8816,2,0,0,3,10,3650,1660,2013,0,98004,2.30E+06
3,2.25,2670,7500,1,0,0,4,7,1640,1030,1966,0,98166,465000
1,1,470,63737,1,0,2,5,5,470,0,1924,0,98022,192500
3,1,1060,5600,1,0,0,4,6,760,300,1943,0,98146,345000
3,1.5,1120,6900,1,0,0,5,7,1120,0,1956,0,98007,439800
4,1.75,2250,8580,1,0,0,4,7,1330,920,1958,0,98011,468000
4,2.5,2070,8473,1,0,0,4,8,1250,820,1976,0,98033,775000
4,2.25,2370,9360,2,0,0,4,8,2370,0,1979,0,98052,684680
4,3.5,3570,27699,2,0,0,3,11,3570,0,1990,0,98052,910000
4,3.25,4830,22257,2,1,4,4,11,4830,0,1990,0,98039,3.64E+06
3,1.75,1160,22470,1,0,0,4,7,1160,0,1976,0,98028,375000
3,2.5,1610,6600,2,0,0,3,7,1610,0,1994,0,98003,250000
5,3,4150,7500,2.5,0,4,5,11,3510,640,1909,0,98119,3.07E+06
4,2.25,1840,7575,1,0,0,4,7,1390,450,1973,0,98034,442500
3,3.5,4080,217697,1.5,0,3,3,10,4080,0,2000,0,98092,900000
3,2,1820,4080,2,0,2,3,8,1820,0,1937,1987,98107,699000
4,2,2680,18768,1,0,0,5,8,2680,0,1965,0,98001,360000
4,4.75,4790,25412,2,0,0,3,12,4790,0,1999,0,98074,1.68E+06
5,2,2420,21000,1.5,0,0,3,8,2420,0,1966,0,98033,675000
2,1,1130,8081,1,0,0,4,7,1130,0,1921,0,98133,345000
4,1,1320,5000,1.5,0,0,3,7,1320,0,1928,0,98106,229000
3,1,1290,12415,1.5,0,0,3,6,1290,0,1908,0,98070,300000
3,3.25,1600,1289,3,0,0,3,8,1600,0,1998,0,98117,392500
3,1,1120,2300,1,0,0,4,7,820,300,1912,0,98117,552000
2,1.75,2060,7192,1,0,0,3,7,1420,640,1940,0,98125,457000
4,2.5,2830,13760,2,0,0,3,8,2830,0,1993,0,98019,518000
3,2,1210,6634,1,0,0,4,7,1210,0,1985,0,98031,237000
3,2.25,1560,11997,1,0,0,3,7,1260,300,1988,0,98065,399950
3,2.25,2260,17114,2,0,0,3,7,2260,0,1990,0,98155,605000
4,2.5,1850,8198,2,0,0,3,7,1850,0,1993,0,98031,295000
4,2.5,1930,8040,1,0,0,3,7,1380,550,1978,0,98034,513000
4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,772500
4,2.5,3230,4290,2,0,0,3,9,3230,0,2004,0,98033,765000
4,2.75,2450,5376,1.5,0,0,4,7,1550,900,1920,0,98117,696950
3,1,1200,5650,1.5,0,0,3,7,1200,0,1928,0,98178,329000
3,2.5,2360,8093,2,0,0,3,8,2360,0,1995,0,98092,339999
3,1,1060,9506,1,0,0,3,7,1060,0,1959,0,98125,364500
5,1.75,2220,6000,1.5,0,0,3,7,1420,800,1923,0,98199,607500
3,1,880,6664,1,0,0,3,6,880,0,1961,0,98033,550000
4,2,2510,9750,1,0,0,3,8,1630,880,1960,0,98028,479900
4,4,2530,1774,3,0,2,3,9,2100,430,2013,0,98119,1.12E+06
2,1,700,10540,1,0,0,3,6,700,0,1953,0,98166,192000
3,2,1500,5200,1,0,0,3,7,1060,440,1977,0,98042,250000
3,2,1130,9879,2,0,0,3,6,1130,0,1996,0,98053,340000
3,2,1420,6060,1,0,0,5,7,830,590,1942,0,98146,340000
3,2.25,2210,22040,1,0,0,5,8,1510,700,1976,0,98004,635250
2,1,1170,5043,1,0,0,3,6,880,290,1949,0,98108,324800
2,1,780,16344,1,0,0,1,5,780,0,1942,0,98168,78000
4,1.75,1770,12875,1,0,0,3,8,1770,0,1988,0,98028,400000
3,1,1070,4505,1,0,2,4,7,1070,0,1919,0,98136,640500
3,2,1930,10929,1,0,0,3,8,1260,670,1964,0,98155,570000
3,1.5,1940,2885,1.5,0,2,3,8,1940,0,1900,0,98119,1.33E+06
3,2.75,1440,7350,1,0,0,4,7,1040,400,1980,0,98058,330490
3,2.5,1740,5267,2,0,0,3,7,1740,0,1999,0,98038,325000
3,2.5,1740,5267,2,0,0,3,7,1740,0,1999,0,98038,335000
5,2.75,2210,13500,1,0,0,5,7,1460,750,1963,0,98188,314000
4,2,2190,3622,1.5,0,0,5,8,1990,200,1925,0,98115,625000
3,2.5,2590,7720,2,0,0,3,9,2590,0,1988,0,98007,809000
3,2.5,2790,19485,2,0,0,3,9,2790,0,1990,0,98059,535000
5,1.75,2180,9178,1,0,0,3,7,1140,1040,1963,0,98188,275000
4,2.75,2580,11900,1,0,0,4,7,1620,960,1967,0,98058,358000
3,2.25,2820,8100,1,0,0,4,7,1720,1100,1947,0,98168,297975
2,1.75,1300,22239,1,0,0,4,7,1300,0,1945,1986,98059,492000
2,1,720,8040,1,0,0,3,6,720,0,1943,0,98166,210000
3,2.5,2260,4550,1.5,0,0,4,7,1380,880,1928,0,98126,622500
3,2.5,1550,1092,3,0,0,3,8,1390,160,2004,0,98102,550000
3,1.75,1390,7700,1,0,0,5,7,1390,0,1965,0,98058,190000
4,2.5,2380,9362,2,0,0,3,8,2380,0,2000,0,98023,340000
3,2.5,2640,5964,2,0,0,3,9,2640,0,2003,0,98052,678000
5,2,2260,11970,1,0,0,4,7,1250,1010,1962,0,98031,275000
3,2.75,1720,6720,1,0,0,4,7,1270,450,1947,0,98122,493000
3,1,1070,14000,1,0,0,3,7,1070,0,1960,0,98178,147000
3,2.25,2000,7225,2,0,0,4,7,2000,0,1985,0,98030,334000
4,2.5,2800,10786,1,0,0,3,8,1420,1380,1970,0,98008,605000
3,1.75,1450,61419,1,0,0,4,8,1450,0,1976,0,98092,365000
3,1,1620,10610,1,0,0,4,6,1620,0,1958,0,98059,345000
3,2.5,2710,23292,1,0,4,3,9,2080,630,1956,0,98177,999000
2,1.75,1520,4220,1,0,0,4,7,840,680,1910,0,98117,470000
5,2.75,2730,22572,1,0,0,3,7,2080,650,1968,1992,98075,599000
3,2.25,1740,10378,1,0,0,5,7,1740,0,1977,0,98042,255000
4,1.75,1800,28650,1,0,0,4,7,1800,0,1975,0,98031,295000
4,3.5,4150,16197,2,0,0,3,10,4150,0,2006,0,98003,550000
5,3.5,3270,4080,2,0,0,3,9,2180,1090,2011,0,98115,1.31E+06
2,1,1070,6000,1,0,0,4,5,1070,0,1922,0,98178,225000
4,0.75,1960,8277,1,1,4,4,7,1320,640,1923,1986,98198,520000
3,3.25,1600,1882,2,0,0,3,8,1360,240,2000,0,98133,345000
4,1.75,1650,7775,1,0,0,4,7,1150,500,1950,0,98133,475000
5,1.5,2170,8610,1,0,0,4,7,1230,940,1959,0,98008,497500
3,3,3730,383328,1.5,0,0,4,9,2230,1500,1990,0,98038,649500
4,2.75,3280,6845,2,0,0,3,10,3280,0,2003,0,98052,734500
3,1,870,8040,1,0,0,3,7,870,0,1953,0,98177,276000
2,1,900,28800,1,0,0,1,6,900,0,1928,0,98065,235000
2,1,1400,10800,1,0,0,4,7,1400,0,1974,0,98011,325000
4,2.75,1680,9545,1,0,0,4,7,1080,600,1979,0,98028,425000
4,2,2390,23972,2,0,0,3,7,1720,670,1949,0,98023,307000
3,2.5,2300,5500,1.5,0,0,4,8,2000,300,1921,0,98144,635000
3,1.75,1340,7473,1,0,0,4,7,1340,0,1973,0,98002,223000
3,2.75,2600,10874,2,0,0,3,9,2600,0,1994,0,98042,425000
3,2.25,1640,7730,1,0,0,4,7,1220,420,1989,0,98038,190000
4,1.75,1960,6177,1,0,0,4,8,1960,0,1967,0,98023,275000
3,2.5,1480,1961,2,0,0,3,8,1480,0,2005,0,98029,450000
4,3.25,5010,34460,2,0,0,3,12,5010,0,1988,0,98006,1.47E+06
4,2,1540,5000,1.5,0,0,4,7,1540,0,1913,0,98105,550000
4,2.75,4030,10240,2,0,2,3,8,3310,720,1943,1994,98177,835000
6,3,3020,13783,2,0,0,3,8,3020,0,1952,2002,98040,900000
2,2,1590,9375,1,0,0,3,7,910,680,1983,0,98055,290000
4,2.5,2910,9131,2,0,0,3,10,2910,0,2014,0,98033,1.04E+06
4,2.5,3020,15164,1,0,0,4,8,1730,1290,1976,0,98004,780000
3,2,2290,11200,2,0,0,3,9,2290,0,1979,0,98052,572500
3,1.75,2180,9220,1,0,0,4,7,1090,1090,1938,0,98001,389000
4,1.75,2740,10086,1,0,0,3,7,1440,1300,1972,0,98168,350000
4,2.5,2740,33158,2,0,0,3,9,2740,0,1993,0,98042,476000
2,3,2330,3600,2,0,0,5,10,1870,460,1927,1979,98112,1.05E+06
3,2.25,2300,7200,1,0,0,4,8,1550,750,1978,0,98003,287000
4,4,1550,6596,1.5,0,0,5,7,1550,0,1907,0,98107,707500
4,2.5,1750,11381,1,0,0,4,7,1610,140,1947,0,98155,464500
3,1.5,2180,5000,1,0,3,4,8,1090,1090,1941,0,98116,720000
3,2.5,1610,8544,2,0,0,5,7,1610,0,1994,0,98038,319000
3,1,1570,9136,1,0,0,3,7,1570,0,1953,0,98133,330000
3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,120750
3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,195000
4,1.5,2480,6383,1,0,0,3,7,1380,1100,1946,0,98119,650000
3,1.75,1690,8190,1,0,0,4,8,1690,0,1958,0,98005,530000
4,3,2910,8027,1,0,0,5,8,1800,1110,1970,0,98117,825000
4,2,1600,15044,1,0,0,3,7,1600,0,1972,0,98034,436000
2,1,1010,14244,1,1,4,1,5,1010,0,1926,0,98136,658000
3,2,1850,9570,1,0,0,4,7,950,900,1940,0,98115,547500
3,1.75,2150,2527,2,0,0,4,8,1400,750,1906,0,98103,762000
3,1.75,2650,7378,1,0,0,3,7,1460,1190,1952,0,98155,340000
4,1.75,2510,5800,1,0,2,4,9,1830,680,1953,0,98199,880000
4,2.5,3240,3600,2,0,0,3,9,2060,1180,2008,0,98109,1.22E+06
4,2.5,3440,14554,2,1,4,3,8,2170,1270,2012,0,98155,1.95E+06
3,2,1150,6249,1,0,0,3,7,1150,0,1952,2006,98155,382500
3,1.75,1890,9535,1,0,0,3,7,1210,680,1976,0,98055,344500
4,2.75,1430,7403,1,0,0,3,7,1030,400,1982,0,98106,375000
1,0.75,370,1801,1,0,0,5,5,370,0,1923,0,98117,276000
5,3.25,3130,12087,2,0,0,3,8,2180,950,1975,0,98027,500000
4,2.5,2105,6093,2,0,0,3,8,2105,0,2003,0,98042,330000
3,1,890,5965,1,0,0,3,7,890,0,1950,0,98155,328000
3,1.5,1340,7200,1,0,0,3,7,1340,0,1972,0,98034,450000
4,2.25,2290,12174,1,1,4,3,7,1490,800,1948,0,98178,840500
3,2.5,2770,9350,2,0,3,3,8,2770,0,1957,2000,98056,679000
3,1.5,1890,9450,1,0,0,3,7,1090,800,1957,0,98146,270000
5,2.25,3160,8065,2,0,0,3,8,3160,0,1977,0,98027,757500
2,2.5,1830,2856,2,0,0,3,7,1830,0,2005,0,98029,524950
4,2.75,2950,49658,1,0,0,4,8,2950,0,1960,1998,98010,424900
3,1,1430,8640,1,0,0,5,7,1430,0,1954,0,98006,551100
3,2,1420,12655,1,0,0,5,7,1420,0,1968,0,98056,421000
4,1.75,2460,7560,2,0,0,4,8,2460,0,1952,0,98177,635000
3,1,1340,6120,1.5,0,0,4,7,1340,0,1920,0,98108,255000
4,1,1530,7920,1,0,0,3,7,1030,500,1955,0,98166,419950
6,3,2650,12870,1,0,0,4,7,2650,0,1977,0,98022,325000
4,2.25,1677,3600,2,0,0,3,7,1677,0,2012,0,98092,281000
3,1.75,2050,11856,1,0,0,3,7,1460,590,1962,0,98006,655275
3,2,2520,3959,1,0,0,5,8,1270,1250,1931,0,98105,861000
3,3.5,2620,11148,2,0,4,4,9,2060,560,1977,0,98008,850000
3,2.5,1650,6675,1,0,0,3,8,1290,360,1990,0,98023,246000
2,1,700,4836,1,0,0,4,6,700,0,1926,0,98125,380000
4,2.5,3430,7508,2,0,0,3,10,3430,0,1998,0,98052,813000
4,2.5,3140,11049,2,0,0,3,10,3140,0,1988,0,98004,990000
3,2.5,2350,3750,2,0,0,3,7,1740,610,2003,0,98117,650000
4,3,1990,6180,2,0,0,3,7,1990,0,1990,0,98023,273000
4,2.5,2050,14724,2,0,0,3,7,2050,0,1989,0,98019,398000
2,1,930,8665,1,0,0,4,6,930,0,1938,0,98168,200000
3,1,1230,12305,1,0,0,3,7,1230,0,1955,1990,98004,839000
3,2.5,1870,9135,1,0,0,3,7,1250,620,1984,0,98074,502000
3,2.25,2110,7665,1,0,0,4,7,1360,750,1973,0,98023,305000
5,3.25,3160,10000,2,0,0,4,8,3160,0,1980,0,98027,574950
3,1,1120,8631,1,0,0,3,7,1120,0,1942,0,98125,311000
3,2.25,2750,6203,1,1,4,5,7,1620,1130,1959,0,98074,1.65E+06
3,1,1230,9568,1,0,0,5,7,1230,0,1962,0,98056,387000
3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0,98166,375000
2,1,740,3434,1,0,0,5,6,740,0,1920,0,98022,175000
4,2.5,1770,5855,2,0,0,3,7,1770,0,2003,0,98038,248000
4,2.25,1720,7803,1,0,0,3,8,1350,370,1955,0,98146,336750
4,2.5,2770,45514,2,0,0,4,9,2770,0,1989,0,98077,685000
4,2.75,2330,3917,2,0,0,3,9,2330,0,2004,0,98029,645000
3,2.5,1660,7388,2,0,0,3,7,1660,0,2003,0,98038,279000
2,2.5,1730,1037,3.5,0,0,3,8,1730,0,2008,0,98118,479000
3,2.25,1880,7279,1,0,0,3,7,1280,600,1962,0,98155,466000
4,2.75,2190,6740,2,0,0,3,7,2190,0,1995,0,98038,361500
3,1.75,1720,7202,1,0,0,3,7,1720,0,1995,0,98056,404000
4,3.25,2360,8344,2,0,0,3,8,2360,0,1990,0,98058,319000
3,1.5,1490,10132,1,0,0,4,6,1490,0,1969,0,98059,320000
4,3.75,3490,5625,2,0,0,3,9,2610,880,2014,0,98103,1.31E+06
3,2.75,2370,8900,1,0,4,4,9,1670,700,1971,0,98006,1.00E+06
4,2.5,2290,9120,2,0,0,4,8,2290,0,1977,0,98006,660000
4,3,1790,3600,1.5,0,0,3,8,1790,0,1901,0,98122,546000
4,1.75,1820,5015,1,0,0,4,6,1190,630,1926,0,98108,300000
2,1.5,1760,12000,1,0,0,4,7,1760,0,1964,0,98052,500000
4,2.5,2430,5556,2,0,0,4,8,2430,0,2003,0,98042,381500
3,2.25,2630,12899,2,0,0,4,9,2630,0,1966,0,98040,990000
4,2.5,2390,4639,2,0,0,3,8,2390,0,2006,0,98038,278226
2,1.75,1500,4158,1,0,0,4,7,1220,280,1947,0,98103,340000
4,2.5,2510,12000,1,0,0,3,8,1520,990,1977,0,98023,305000
4,2.5,2420,10285,1,0,4,3,8,1700,720,1958,0,98146,760000
4,1.5,2170,9948,2,0,0,3,7,2170,0,1952,0,98148,195000
4,1.75,1960,6138,1,0,0,4,7,1260,700,1960,0,98115,564000
4,2.25,2280,8550,1,0,0,3,8,1660,620,1977,0,98034,539500
4,1.5,1580,10230,1,0,0,3,6,790,790,1945,2008,98178,299980
4,2.5,1850,5674,2,0,0,3,7,1850,0,1993,0,98042,290000
2,1,770,11084,1,0,0,4,6,770,0,1947,0,98155,257000
4,3,2120,5520,1.5,0,0,3,8,1420,700,1985,0,98125,518500
4,2.75,3060,35380,1,0,0,3,9,1810,1250,1982,0,98074,657000
3,2.25,2680,41250,2,0,0,3,7,2680,0,1984,0,98045,590000
4,1.75,2220,6350,1,0,0,3,7,1110,1110,1959,0,98125,526000
2,1,1150,11250,1,0,0,3,6,1150,0,1920,0,98178,254500
2,1,980,3663,1,0,0,5,7,980,0,1909,0,98105,575000
3,1.5,1690,10500,1,0,0,4,7,1690,0,1967,0,98033,464550
3,1.75,1320,6030,1,0,0,4,7,1320,0,1969,0,98052,409950
2,1,910,22000,1,0,0,3,6,910,0,1956,0,98001,100000
2,1.5,820,1270,2,0,0,3,7,820,0,2009,0,98144,365000
3,1,1300,7420,1,0,0,4,6,1300,0,1960,0,98002,208000
4,2.5,1950,3000,2,0,0,3,7,1550,400,1998,0,98118,497950
5,3.5,3672,9742,2,0,0,3,9,3006,666,2006,0,98092,405000
3,2.5,2740,22499,2,0,0,3,9,2740,0,1994,0,98058,568000
2,1,890,6000,1,0,0,3,6,890,0,1941,0,98118,334000
3,2,1090,8400,1,0,0,4,6,1090,0,1961,0,98168,235000
2,1,1170,10621,1,0,0,3,7,1170,0,1963,0,98045,295000
4,3,2600,29539,1,0,0,3,8,2600,0,1994,0,98028,610000
4,1.75,2000,6032,1,0,2,3,7,1300,700,1959,0,98146,453500
4,3.75,3520,3944,1.5,0,0,5,8,2200,1320,1913,0,98109,1.22E+06
2,1,1410,7000,1,0,0,3,7,1410,0,1968,0,98055,175000
2,1,1410,7000,1,0,0,3,7,1410,0,1968,0,98055,335000
3,1.5,1950,7620,1,0,0,4,7,1010,940,1956,0,98166,275000
2,1,980,2130,1,0,0,4,6,860,120,1918,0,98117,400000
3,2.75,3390,7000,1,0,3,4,8,1740,1650,1979,0,98116,915000
4,2.5,2270,9247,1,0,0,5,8,1500,770,1972,0,98006,619850
3,1,1510,8800,1,0,0,4,7,1010,500,1963,0,98003,225900
